,Sample,EarthNet Score
0,29SND_2017-06-20_2017-11-16_1977_2105_1721_1849_30_110_26_10_ens.json,0.3346238004447644
1,29SND_2017-06-20_2017-11-16_2617_2745_1465_1593_40_120_22_10_ens.json,0.3102013571035596
2,29SND_2017-06-20_2017-11-16_953_1081_3641_3769_14_94_56_136._ens.json,0.34227698992560146
3,29SND_2017-06-30_2017-11-26_1081_1209_1721_1849_16_96_26_106_ens.json,0.3561959445964312
4,29SND_2017-06-30_2017-11-26_1209_1337_1977_2105_18_98_30_110_ens.json,0.3439550883934691
5,29SND_2017-06-30_2017-11-26_2617_2745_3897_4025_40_120_60_14_ens.json,0.3671639678391011
6,29SND_2017-06-30_2017-11-26_3129_3257_4153_4281_48_128_64_14_ens.json,0.3567640308856173
7,29SND_2017-06-30_2017-11-26_4281_4409_2489_2617_66_146_38_11_ens.json,0.36294739979591467
8,29SND_2017-06-30_2017-11-26_4409_4537_5049_5177_68_148_78_15_ens.json,0.34892749609500645
9,29SND_2017-06-30_2017-11-26_5049_5177_4921_5049_78_158_76_15_ens.json,0.35458761646166115
10,29SND_2017-06-30_2017-11-26_5049_5177_5177_5305_78_158_80_16_ens.json,0.3629951809159482
11,29SND_2017-06-30_2017-11-26_5177_5305_5305_5433_80_160_82_16_ens.json,0.3761027219146
12,29SND_2017-07-05_2017-12-01_4281_4409_2105_2233_66_146_32_11_ens.json,0.2728601950432674
13,29SND_2017-07-10_2017-12-06_1465_1593_4921_5049_22_102_76_15_ens.json,0.33121344231461664
14,29SND_2017-07-10_2017-12-06_2105_2233_5049_5177_32_112_78_15_ens.json,0.35206210630728424
15,29SND_2017-07-10_2017-12-06_3513_3641_2873_3001_54_134_44_12_ens.json,0.36184392471326116
16,29SND_2017-07-10_2017-12-06_4281_4409_1593_1721_66_146_24_10_ens.json,0.3423014009410788
17,29SND_2017-07-10_2017-12-06_4921_5049_1209_1337_76_156_18_98_ens.json,0.32611474141629454
18,29SND_2017-07-10_2017-12-06_4921_5049_1593_1721_76_156_24_10_ens.json,0.34389640946598515
19,29SND_2017-07-10_2017-12-06_4921_5049_1849_1977_76_156_28_10_ens.json,0.37030591314263517
20,29SND_2017-07-10_2017-12-06_5049_5177_1337_1465_78_158_20_10_ens.json,0.354668991393515
21,29SND_2017-07-10_2017-12-06_5177_5305_2233_2361_80_160_34_11_ens.json,0.36928529027558116
22,29SND_2017-07-15_2017-12-11_3641_3769_825_953_56_136_12_92.n_ens.json,0.28711734608937006
23,29SND_2017-07-20_2017-12-16_1593_1721_5305_5433_24_104_82_16_ens.json,0.356060571312499
24,29SND_2017-07-20_2017-12-16_1849_1977_4665_4793_28_108_72_15_ens.json,0.35935705759295267
25,29SND_2017-07-20_2017-12-16_5177_5305_697_825_80_160_10_90.n_ens.json,0.32004780025467977
26,29SND_2017-07-20_2017-12-16_5305_5433_2489_2617_82_162_38_11_ens.json,0.3658482923120322
27,29SND_2017-07-25_2017-12-21_2361_2489_3001_3129_36_116_46_12_ens.json,0.34100841455201036
28,29SND_2017-07-25_2017-12-21_4153_4281_1849_1977_64_144_28_10_ens.json,0.3380461369998482
29,29SND_2017-07-25_2017-12-21_5049_5177_1849_1977_78_158_28_10_ens.json,0.3275342951485935
30,29SND_2017-07-30_2017-12-26_3897_4025_2745_2873_60_140_42_12_ens.json,0.35464481956115673
31,29SND_2017-07-30_2017-12-26_4281_4409_3897_4025_66_146_60_14_ens.json,0.35642177622635574
32,29SND_2017-08-09_2018-01-05_2361_2489_5177_5305_36_116_80_16_ens.json,0.3505612349929932
33,29SND_2017-08-09_2018-01-05_5177_5305_313_441_80_160_4_84.np_ens.json,0.30715416730077405
34,29SND_2017-08-09_2018-01-05_5305_5433_1337_1465_82_162_20_10_ens.json,0.326058180779216
35,29SND_2017-08-19_2018-01-15_4665_4793_5305_5433_72_152_82_16_ens.json,0.35516206147341767
36,29SND_2017-08-19_2018-01-15_5049_5177_1721_1849_78_158_26_10_ens.json,0.33175347442930997
37,29SND_2017-09-08_2018-02-04_1081_1209_2233_2361_16_96_34_114_ens.json,0.32923255460212714
38,29SND_2017-09-08_2018-02-04_1209_1337_1593_1721_18_98_24_104_ens.json,0.3766133817448075
39,29SND_2017-09-08_2018-02-04_1209_1337_185_313_18_98_2_82.npz_ens.json,0.33610350567361835
40,29SND_2017-09-08_2018-02-04_1721_1849_2489_2617_26_106_38_11_ens.json,0.3295705876495843
41,29SND_2017-09-08_2018-02-04_2617_2745_1593_1721_40_120_24_10_ens.json,0.24094774696000945
42,29SND_2017-09-08_2018-02-04_3129_3257_953_1081_48_128_14_94._ens.json,0.3327398204650622
43,29SND_2017-09-08_2018-02-04_3257_3385_3001_3129_50_130_46_12_ens.json,0.3305823516356648
44,29SND_2017-09-08_2018-02-04_4281_4409_2873_3001_66_146_44_12_ens.json,0.35803676367210063
45,29SND_2017-09-08_2018-02-04_4537_4665_825_953_70_150_12_92.n_ens.json,0.29009688215042295
46,29SND_2017-09-08_2018-02-04_5305_5433_5305_5433_82_162_82_16_ens.json,0.3364948049889836
47,29SND_2017-09-08_2018-02-04_825_953_1209_1337_12_92_18_98.np_ens.json,0.3781543147950158
48,29SND_2017-09-18_2018-02-14_1721_1849_4025_4153_26_106_62_14_ens.json,0.3487425929541422
49,29SND_2017-09-18_2018-02-14_1721_1849_569_697_26_106_8_88.np_ens.json,0.349363443625088
50,29SND_2017-09-18_2018-02-14_1849_1977_1081_1209_28_108_16_96_ens.json,0.38641437479292184
51,29SND_2017-09-18_2018-02-14_1849_1977_4537_4665_28_108_70_15_ens.json,0.3483634846925549
52,29SND_2017-09-18_2018-02-14_2105_2233_3129_3257_32_112_48_12_ens.json,0.3732058174196403
53,29SND_2017-09-18_2018-02-14_2105_2233_4281_4409_32_112_66_14_ens.json,0.35879921584178015
54,29SND_2017-09-18_2018-02-14_2233_2361_4665_4793_34_114_72_15_ens.json,0.35980414448423376
55,29SND_2017-09-18_2018-02-14_3129_3257_4665_4793_48_128_72_15_ens.json,0.3683252863821382
56,29SND_2017-09-18_2018-02-14_3513_3641_1721_1849_54_134_26_10_ens.json,0.3458652020990897
57,29SND_2017-09-18_2018-02-14_4025_4153_1593_1721_62_142_24_10_ens.json,0.3626331028943653
58,29SND_2017-09-18_2018-02-14_4025_4153_953_1081_62_142_14_94._ens.json,0.28453518676706446
59,29SND_2017-09-18_2018-02-14_4409_4537_1977_2105_68_148_30_11_ens.json,0.29853307277249036
60,29SND_2017-09-18_2018-02-14_4665_4793_2617_2745_72_152_40_12_ens.json,0.3776115683390747
61,29SND_2017-09-18_2018-02-14_4665_4793_2745_2873_72_152_42_12_ens.json,0.3699792247279061
62,29SND_2017-09-18_2018-02-14_4921_5049_2873_3001_76_156_44_12_ens.json,0.3544961917312556
63,29SND_2017-09-18_2018-02-14_5305_5433_2233_2361_82_162_34_11_ens.json,0.36372979973498143
64,29SND_2017-09-18_2018-02-14_57_185_4665_4793_0_80_72_152.npz_ens.json,0.37648392199092273
65,29SND_2017-09-18_2018-02-14_825_953_2105_2233_12_92_32_112.n_ens.json,0.3563988118622731
66,29SND_2017-09-28_2018-02-24_1593_1721_1465_1593_24_104_22_10_ens.json,0.355766823122348
67,29SND_2017-09-28_2018-02-24_1593_1721_3129_3257_24_104_48_12_ens.json,0.3386122070566099
68,29SND_2017-09-28_2018-02-24_1849_1977_1209_1337_28_108_18_98_ens.json,0.35810273561782807
69,29SND_2017-09-28_2018-02-24_2105_2233_57_185_32_112_0_80.npz_ens.json,0.3590515806435074
70,29SND_2017-09-28_2018-02-24_2361_2489_825_953_36_116_12_92.n_ens.json,0.30428695085245494
71,29SND_2017-09-28_2018-02-24_2745_2873_1337_1465_42_122_20_10_ens.json,0.30988347755246953
72,29SND_2017-09-28_2018-02-24_313_441_4921_5049_4_84_76_156.np_ens.json,0.3700243502373654
73,29SND_2017-09-28_2018-02-24_3257_3385_3513_3641_50_130_54_13_ens.json,0.3300216444294629
74,29SND_2017-09-28_2018-02-24_3513_3641_1081_1209_54_134_16_96_ens.json,0.28805236629988684
75,29SND_2017-09-28_2018-02-24_3513_3641_4025_4153_54_134_62_14_ens.json,0.35276351304565295
76,29SND_2017-09-28_2018-02-24_3641_3769_1337_1465_56_136_20_10_ens.json,0.3367581520582306
77,29SND_2017-09-28_2018-02-24_4025_4153_569_697_62_142_8_88.np_ens.json,0.2687843602257449
78,29SND_2017-09-28_2018-02-24_4153_4281_4537_4665_64_144_70_15_ens.json,0.36244110213036185
79,29SND_2017-09-28_2018-02-24_4281_4409_4153_4281_66_146_64_14_ens.json,0.32576620911087617
80,29SND_2017-09-28_2018-02-24_4281_4409_4665_4793_66_146_72_15_ens.json,0.35742624635261555
81,29SND_2017-09-28_2018-02-24_4537_4665_2873_3001_70_150_44_12_ens.json,0.35461025227979465
82,29SND_2017-09-28_2018-02-24_5177_5305_1721_1849_80_160_26_10_ens.json,0.3536237431661558
83,29SND_2017-09-28_2018-02-24_697_825_441_569_10_90_6_86.npz_ens.json,0.36722313086629665
84,29SND_2017-10-08_2018-03-06_1593_1721_3641_3769_24_104_56_13_ens.json,0.3624581620620035
85,29SND_2017-10-08_2018-03-06_2233_2361_1977_2105_34_114_30_11_ens.json,0.26932017693252197
86,29SND_2017-10-08_2018-03-06_2361_2489_3129_3257_36_116_48_12_ens.json,0.37487134990092674
87,29SND_2017-10-08_2018-03-06_2617_2745_5049_5177_40_120_78_15_ens.json,0.33759376274475683
88,29SND_2017-10-08_2018-03-06_2873_3001_185_313_44_124_2_82.np_ens.json,0.3623081928130638
89,29SND_2017-10-08_2018-03-06_2873_3001_3001_3129_44_124_46_12_ens.json,0.3552956125561373
90,29SND_2017-10-08_2018-03-06_3129_3257_1721_1849_48_128_26_10_ens.json,0.3084876071714054
91,29SND_2017-10-08_2018-03-06_3769_3897_4537_4665_58_138_70_15_ens.json,0.2895132194201847
92,29SND_2017-10-08_2018-03-06_4025_4153_2105_2233_62_142_32_11_ens.json,0.34888590360500205
93,29SND_2017-10-08_2018-03-06_4025_4153_825_953_62_142_12_92.n_ens.json,0.29582252733971665
94,29SND_2017-10-08_2018-03-06_4281_4409_1337_1465_66_146_20_10_ens.json,0.3276500064343183
95,29SND_2017-10-08_2018-03-06_4281_4409_2233_2361_66_146_34_11_ens.json,0.24815953591338635
96,29SND_2017-10-08_2018-03-06_4537_4665_1337_1465_70_150_20_10_ens.json,0.334133560616602
97,29SND_2017-10-08_2018-03-06_5049_5177_2873_3001_78_158_44_12_ens.json,0.36683997750299707
98,29SND_2017-10-08_2018-03-06_5177_5305_3513_3641_80_160_54_13_ens.json,0.36971753988453354
99,29SND_2017-10-08_2018-03-06_825_953_1977_2105_12_92_30_110.n_ens.json,0.35960822147504595
100,29SND_2017-10-18_2018-03-16_1337_1465_3385_3513_20_100_52_13_ens.json,0.3660626196762103
101,29SND_2017-10-18_2018-03-16_185_313_953_1081_2_82_14_94.npz_ens.json,0.35791536369134186
102,29SND_2017-10-18_2018-03-16_441_569_3897_4025_6_86_60_140.np_ens.json,0.37537687770338163
103,29SND_2017-10-18_2018-03-16_4793_4921_4665_4793_74_154_72_15_ens.json,0.3470785893514037
104,29SND_2017-10-28_2018-03-26_1337_1465_3769_3897_20_100_58_13_ens.json,0.33791467146038623
105,29SND_2017-10-28_2018-03-26_1465_1593_1209_1337_22_102_18_98_ens.json,0.3646859389689735
106,29SND_2017-10-28_2018-03-26_2361_2489_1337_1465_36_116_20_10_ens.json,0.3005740684675438
107,29SND_2017-10-28_2018-03-26_2873_3001_1081_1209_44_124_16_96_ens.json,0.29874824290870655
108,29SND_2017-10-28_2018-03-26_3129_3257_3257_3385_48_128_50_13_ens.json,0.3181525783915073
109,29SND_2017-10-28_2018-03-26_4025_4153_3897_4025_62_142_60_14_ens.json,0.3495662822355202
110,29SND_2017-10-28_2018-03-26_4025_4153_5177_5305_62_142_80_16_ens.json,0.3154097407976035
111,29SND_2017-11-07_2018-04-05_2105_2233_1337_1465_32_112_20_10_ens.json,0.3033677250986356
112,29SND_2017-11-07_2018-04-05_2873_3001_825_953_44_124_12_92.n_ens.json,0.34209076488993656
113,29SND_2017-11-07_2018-04-05_3001_3129_441_569_46_126_6_86.np_ens.json,0.34515635387678706
114,29SND_2017-11-07_2018-04-05_3257_3385_2745_2873_50_130_42_12_ens.json,0.3440256800555674
115,29SND_2017-11-07_2018-04-05_3385_3513_441_569_52_132_6_86.np_ens.json,0.32415749744425865
116,29SND_2017-11-07_2018-04-05_4665_4793_3513_3641_72_152_54_13_ens.json,0.3437445556572885
117,29SND_2017-11-07_2018-04-05_4793_4921_3897_4025_74_154_60_14_ens.json,0.36012006847748795
118,29SND_2017-11-07_2018-04-05_5305_5433_1849_1977_82_162_28_10_ens.json,0.34445897383225094
119,29SND_2017-11-17_2018-04-15_5049_5177_5049_5177_78_158_78_15_ens.json,0.3175796167465058
120,29SND_2017-11-27_2018-04-25_4537_4665_3897_4025_70_150_60_14_ens.json,0.35972233179765156
121,29SND_2017-11-27_2018-04-25_4665_4793_441_569_72_152_6_86.np_ens.json,0.3270314955437958
122,29SND_2017-11-27_2018-04-25_5049_5177_4665_4793_78_158_72_15_ens.json,0.3632951301513516
123,29SND_2017-11-27_2018-04-25_5049_5177_569_697_78_158_8_88.np_ens.json,0.3386555528393009
124,29SND_2017-11-27_2018-04-25_5177_5305_4409_4537_80_160_68_14_ens.json,0.3653462151404724
125,29SND_2017-12-12_2018-05-10_3257_3385_3129_3257_50_130_48_12_ens.json,0.31352724676573634
126,29SND_2017-12-12_2018-05-10_4921_5049_4921_5049_76_156_76_15_ens.json,0.3276222056525384
127,29SND_2017-12-17_2018-05-15_3513_3641_185_313_54_134_2_82.np_ens.json,0.3010511686518505
128,29SND_2017-12-17_2018-05-15_5305_5433_697_825_82_162_10_90.n_ens.json,0.3408587974140801
129,29SND_2017-12-27_2018-05-25_5177_5305_3897_4025_80_160_60_14_ens.json,0.34840081232772513
130,29SND_2018-01-06_2018-06-04_4921_5049_4025_4153_76_156_62_14_ens.json,0.346814590143344
131,29SND_2018-01-26_2018-06-24_5177_5305_4921_5049_80_160_76_15_ens.json,0.303698804139442
132,29SND_2018-07-05_2018-12-01_4281_4409_3257_3385_66_146_50_13_ens.json,0.34434777370383973
133,29SND_2018-07-05_2018-12-01_4409_4537_3129_3257_68_148_48_12_ens.json,0.3796693223018703
134,29SND_2018-07-05_2018-12-01_4921_5049_4665_4793_76_156_72_15_ens.json,0.3488445456771023
135,29SND_2018-07-05_2018-12-01_5049_5177_3001_3129_78_158_46_12_ens.json,0.35839104368967034
136,29SND_2018-07-15_2018-12-11_4537_4665_2745_2873_70_150_42_12_ens.json,0.3562270939294053
137,29SND_2018-07-25_2018-12-21_4537_4665_2873_3001_70_150_44_12_ens.json,0.3539537168926308
138,29SND_2018-08-04_2018-12-31_2105_2233_3001_3129_32_112_46_12_ens.json,0.3289646683924202
139,29SND_2018-08-04_2018-12-31_2233_2361_4153_4281_34_114_64_14_ens.json,0.3536877771747061
140,29SND_2018-08-04_2018-12-31_3257_3385_4025_4153_50_130_62_14_ens.json,0.3507061237157168
141,29SND_2018-08-04_2018-12-31_3513_3641_4921_5049_54_134_76_15_ens.json,0.31992434885998483
142,29SND_2018-08-04_2018-12-31_3769_3897_1465_1593_58_138_22_10_ens.json,0.3484521379348832
143,29SND_2018-08-04_2018-12-31_4281_4409_2233_2361_66_146_34_11_ens.json,0.2508663079108093
144,29SND_2018-08-04_2018-12-31_5049_5177_2489_2617_78_158_38_11_ens.json,0.355894961958184
145,29SND_2018-08-14_2019-01-10_1849_1977_3129_3257_28_108_48_12_ens.json,0.32504964550905174
146,29SND_2018-08-14_2019-01-10_1977_2105_3001_3129_30_110_46_12_ens.json,0.34041668026870936
147,29SND_2018-08-14_2019-01-10_2361_2489_3769_3897_36_116_58_13_ens.json,0.3544827527246293
148,29SND_2018-08-14_2019-01-10_3257_3385_1849_1977_50_130_28_10_ens.json,0.31705874983661764
149,29SND_2018-08-14_2019-01-10_3385_3513_3641_3769_52_132_56_13_ens.json,0.33388376941717335
150,29SND_2018-08-14_2019-01-10_3513_3641_5305_5433_54_134_82_16_ens.json,0.3505838553824301
151,29SND_2018-08-14_2019-01-10_4409_4537_2873_3001_68_148_44_12_ens.json,0.3568083095126644
152,29SND_2018-08-24_2019-01-20_2489_2617_3385_3513_38_118_52_13_ens.json,0.3154400362851926
153,29SND_2018-08-24_2019-01-20_2745_2873_3897_4025_42_122_60_14_ens.json,0.3537674772024286
154,29SND_2018-08-24_2019-01-20_3257_3385_2617_2745_50_130_40_12_ens.json,0.3541179907830659
155,29SND_2018-09-03_2019-01-30_1081_1209_1593_1721_16_96_24_104_ens.json,0.37076704987834086
156,29SND_2018-09-03_2019-01-30_1593_1721_2361_2489_24_104_36_11_ens.json,0.2668983810107987
157,29SND_2018-09-03_2019-01-30_1721_1849_3641_3769_26_106_56_13_ens.json,0.35996841881941444
158,29SND_2018-09-03_2019-01-30_1849_1977_1593_1721_28_108_24_10_ens.json,0.28026667953226636
159,29SND_2018-09-03_2019-01-30_2105_2233_3513_3641_32_112_54_13_ens.json,0.3602152025395486
160,29SND_2018-09-03_2019-01-30_2233_2361_3513_3641_34_114_54_13_ens.json,0.3535964362890548
161,29SND_2018-09-03_2019-01-30_2617_2745_3513_3641_40_120_54_13_ens.json,0.3523182729258289
162,29SND_2018-09-03_2019-01-30_2873_3001_1337_1465_44_124_20_10_ens.json,0.26873441232482553
163,29SND_2018-09-03_2019-01-30_3001_3129_1337_1465_46_126_20_10_ens.json,0.27300691869446064
164,29SND_2018-09-03_2019-01-30_3001_3129_441_569_46_126_6_86.np_ens.json,0.33574085456567476
165,29SND_2018-09-03_2019-01-30_3641_3769_1209_1337_56_136_18_98_ens.json,0.2064140432466049
166,29SND_2018-09-03_2019-01-30_3641_3769_4921_5049_56_136_76_15_ens.json,0.31548467123821405
167,29SND_2018-09-03_2019-01-30_4025_4153_1977_2105_62_142_30_11_ens.json,0.35707528061573274
168,29SND_2018-09-03_2019-01-30_441_569_1593_1721_6_86_24_104.np_ens.json,0.36111254641123736
169,29SND_2018-09-03_2019-01-30_4665_4793_1849_1977_72_152_28_10_ens.json,0.3421914553984115
170,29SND_2018-09-03_2019-01-30_4793_4921_3641_3769_74_154_56_13_ens.json,0.33160179759786496
171,29SND_2018-09-03_2019-01-30_4921_5049_3641_3769_76_156_56_13_ens.json,0.342191907272033
172,29SND_2018-09-03_2019-01-30_4921_5049_3897_4025_76_156_60_14_ens.json,0.34058989636612047
173,29SND_2018-09-03_2019-01-30_5049_5177_1081_1209_78_158_16_96_ens.json,0.3360296156598283
174,29SND_2018-09-03_2019-01-30_569_697_185_313_8_88_2_82.npz_ens.json,0.36762073175049587
175,29SND_2018-09-03_2019-01-30_57_185_3129_3257_0_80_48_128.npz_ens.json,0.3658052985680751
176,29SND_2018-09-13_2019-02-09_1081_1209_313_441_16_96_4_84.npz_ens.json,0.3432412909576158
